iteration,action_loss,weighted_action_loss,actual_final_position_mse,actual_final_velocity_mse,state_error_weight_mean,state_error_weight_min,state_error_weight_max,batch_time_seconds,batch_size,action_abs,step_limit,grad_norm,grad_clip_amount,grad_clip_fraction
92200,0.02446906268596649,0.022006209939718246,0.0025029112584888935,0.755339503288269,1.0016173124313354,0.7862069010734558,1.0493117570877075,0.4615005000960082,64.0,0.11115703135728836,2.8125,0.0,0.0,0.0
92400,0.023875484243035316,0.021848255768418312,0.0019384947372600436,0.9600563049316406,1.001893162727356,0.7241388559341431,1.0473394393920898,0.4223023001104593,64.0,0.11816754005849361,2.65625,0.0,0.0,0.0
92600,0.025037435814738274,0.02264583855867386,0.0020836573094129562,0.7648434042930603,1.0025111436843872,0.5880537033081055,1.0479693412780762,0.44502250012010336,64.0,0.1067774382730325,2.734375,0.0,0.0,0.0
92800,0.02465527504682541,0.022701727226376534,0.0018529804656282067,0.7924504280090332,1.001144528388977,0.8124377727508545,1.047338843345642,0.4678152999840677,64.0,0.10733387172222138,2.765625,0.0,0.0,0.0
93000,0.02336031384766102,0.021889695897698402,0.0018734538462013006,0.6470351815223694,1.0009959936141968,0.810553789138794,1.047093152999878,0.4420529000926763,64.0,0.11017449349164962,2.78125,0.0,0.0,0.0
93200,0.026493718847632408,0.02498980239033699,0.003147972049191594,1.0138837099075317,1.0015764236450195,0.7490944862365723,1.048479676246643,0.48545459983870387,64.0,0.10794296488165855,3.046875,0.0,0.0,0.0
93400,0.024083683267235756,0.022489070892333984,0.0020417370833456516,1.1138949394226074,1.0009574890136719,0.8750008940696716,1.0472520589828491,0.4675665001850575,64.0,0.11323124468326569,2.9375,0.0,0.0,0.0
93600,0.026950791478157043,0.02480407804250717,0.0027181704062968493,1.0268346071243286,1.0014246702194214,0.7995136380195618,1.0471839904785156,0.5059207999147475,64.0,0.09267897637827056,3.125,0.0,0.0,0.0
93800,0.02621043287217617,0.02361658588051796,0.002726878970861435,0.8266279697418213,1.0017645359039307,0.7310611009597778,1.0476456880569458,0.45971429999917746,64.0,0.10568530485033989,2.859375,0.0,0.0,0.0
94000,0.026720905676484108,0.02405427396297455,0.0031060357578098774,0.7527831196784973,1.0021859407424927,0.6478949785232544,1.0482679605484009,0.4889803999103606,64.0,0.10077467560768127,3.046875,0.0,0.0,0.0
94200,0.02680901437997818,0.024066520854830742,0.0035704176407307386,0.9472544193267822,1.0022858381271362,0.6370546221733093,1.0491156578063965,0.5019612999167293,64.0,0.10544647897283237,3.15625,0.0,0.0,0.0
94400,0.026756200939416885,0.02506817691028118,0.0035239357966929674,0.6338187456130981,1.0012810230255127,0.740368127822876,1.0488076210021973,0.5278441999107599,64.0,0.1027773047486941,3.296875,0.0,0.0,0.0
94600,0.02403675764799118,0.02186976745724678,0.0023071356117725372,0.8180752396583557,1.001497507095337,0.7450641989707947,1.0472228527069092,0.4422188999596983,64.0,0.10471126809716225,2.8125,0.0,0.0,0.0
94800,0.027191609144210815,0.024237625300884247,0.0025000106543302536,0.7543129324913025,1.0017528533935547,0.7984293699264526,1.0482642650604248,0.49996670009568334,64.0,0.10010754317045212,2.953125,0.0,0.0,0.0
95000,0.02524292655289173,0.022996673360466957,0.004260018467903137,1.2968915700912476,1.0036919116973877,0.6322548389434814,1.0499258041381836,0.5194141999818385,64.0,0.1002551441391309,3.125,0.0,0.0,0.0
95200,0.026731200516223907,0.02413990907371044,0.002523096976801753,0.9347741603851318,1.0016608238220215,0.7585111856460571,1.0487135648727417,0.5363419000059366,64.0,0.10313374549150467,3.0,0.0,0.0,0.0
95400,0.026522167026996613,0.02479543536901474,0.0024979370646178722,0.756409764289856,1.0008518695831299,0.8364636301994324,1.0478296279907227,0.48426109994761646,64.0,0.11108990907669067,3.078125,0.0,0.0,0.0
95600,0.02551325410604477,0.024347906932234764,0.0034296538215130568,0.9512597322463989,1.0023672580718994,0.6251187324523926,1.0465638637542725,0.4681037000846118,64.0,0.10972965508699417,3.09375,0.0,0.0,0.0
95800,0.025151968002319336,0.022535674273967743,0.0031487466767430305,0.7238159775733948,1.0029555559158325,0.5711275339126587,1.0481243133544922,0.4837684999220073,64.0,0.11255049258470536,2.9375,0.0,0.0,0.0
96000,0.02572818286716938,0.023611003533005714,0.0030079360585659742,0.8603859543800354,1.001890778541565,0.7681717276573181,1.048453688621521,0.49876119988039136,64.0,0.10740663607915242,2.921875,0.0,0.0,0.0
96200,0.02498246729373932,0.02297230437397957,0.0020433133468031883,0.803853452205658,1.001399040222168,0.7486841678619385,1.0477045774459839,0.4866126000415534,64.0,0.09977573528885841,2.953125,0.0,0.0,0.0
96400,0.02594996988773346,0.024137724190950394,0.002777520101517439,1.138026237487793,1.0019429922103882,0.7328091263771057,1.047871708869934,0.5356535001192242,64.0,0.10735720892747243,3.078125,0.0,0.0,0.0
96600,0.026523791253566742,0.02401263453066349,0.0030642682686448097,1.026403546333313,1.0016212463378906,0.8068914413452148,1.0487353801727295,0.510529899969697,64.0,0.10883090520898502,3.140625,0.0,0.0,0.0
96800,0.02512475475668907,0.022633947432041168,0.002319514285773039,0.7215765714645386,1.0012521743774414,0.8193801045417786,1.0457466840744019,0.48506970005109906,64.0,0.10602055862545967,3.015625,0.0,0.0,0.0
97000,0.02432200126349926,0.02248617261648178,0.002259813714772463,0.8046044707298279,1.001211404800415,0.7653319835662842,1.0504045486450195,0.47483980003744364,64.0,0.10535798718531926,2.859375,0.0,0.0,0.0
97200,0.023466208949685097,0.02211027219891548,0.002536521293222904,0.824444055557251,1.0013593435287476,0.8068832755088806,1.0489580631256104,0.493569300044328,64.0,0.10562551394104958,3.0,0.0,0.0,0.0
97400,0.026938535273075104,0.025205247104167938,0.0030099835712462664,0.9921169281005859,1.0015450716018677,0.7224866151809692,1.0463733673095703,0.4930490998085588,64.0,0.10468843951821327,3.203125,0.0,0.0,0.0
97600,0.025845827534794807,0.024400359019637108,0.003986702300608158,0.8477249145507812,1.0023159980773926,0.6512414813041687,1.047432541847229,0.5157345000188798,64.0,0.10057114277567182,3.234375,0.0,0.0,0.0
97800,0.025347359478473663,0.023137466982007027,0.002659945748746395,0.9886178970336914,1.0014772415161133,0.7626397609710693,1.0492372512817383,0.485741299809888,64.0,0.09903029724955559,3.015625,0.0,0.0,0.0
98000,0.02740188129246235,0.024796325713396072,0.0030832821503281593,1.0486088991165161,1.0013742446899414,0.8143447041511536,1.0480577945709229,0.529621500056237,64.0,0.10413328309853871,3.15625,0.0,0.0,0.0
98200,0.026742342859506607,0.024699775502085686,0.0031149613205343485,1.318982720375061,1.0015294551849365,0.7794188857078552,1.0461868047714233,0.5173247000202537,64.0,0.10219803700844447,3.21875,0.0,0.0,0.0
98400,0.025008516386151314,0.02272883988916874,0.003080963157117367,0.9697301387786865,1.0028657913208008,0.6551914215087891,1.0480499267578125,0.42917839996516705,64.0,0.10949006378650665,2.859375,0.0,0.0,0.0
98600,0.026456600055098534,0.024606339633464813,0.0030143214389681816,0.9214819669723511,1.0015842914581299,0.7721068859100342,1.0456655025482178,0.5041588000021875,64.0,0.10415677726268768,3.171875,0.0,0.0,0.0
98800,0.027242744341492653,0.02453923597931862,0.0026195719838142395,1.0260447263717651,1.0014662742614746,0.7735604047775269,1.0478814840316772,0.48022190015763044,64.0,0.10603941977024078,2.9375,0.0,0.0,0.0
99000,0.025303903967142105,0.023170292377471924,0.002837030915543437,0.6811663508415222,1.0017374753952026,0.7460110783576965,1.0483508110046387,0.488074499880895,64.0,0.10436270013451576,2.96875,0.0,0.0,0.0
99200,0.024241315200924873,0.02247435413300991,0.002456999383866787,0.8632827997207642,1.0010217428207397,0.8227500319480896,1.0464756488800049,0.4690213000867516,64.0,0.11654527361194293,2.9375,0.0,0.0,0.0
99400,0.025258509442210197,0.02324133925139904,0.0024875281378626823,0.8391039371490479,1.0010815858840942,0.8551309108734131,1.046339750289917,0.46606769994832575,64.0,0.10957459807395935,3.015625,0.0,0.0,0.0
99600,0.026110704988241196,0.023363424465060234,0.0030279362108558416,0.7832396030426025,1.0008997917175293,0.8501692414283752,1.0450844764709473,0.5068989999126643,64.0,0.10803938905398051,3.203125,0.0,0.0,0.0
99800,0.02487790584564209,0.02229969948530197,0.0018974074628204107,0.9780998229980469,1.0012531280517578,0.8297763466835022,1.0499855279922485,0.46659359987825155,64.0,0.10958667397499085,2.75,0.0,0.0,0.0
100000,0.023729562759399414,0.020998697727918625,0.002112160436809063,0.9532773494720459,1.001461386680603,0.8326042294502258,1.0472800731658936,0.4493684999179095,64.0,0.1057065024971962,2.71875,0.0,0.0,0.0
100200,0.02539699338376522,0.02371196076273918,0.0019342968007549644,0.7862933278083801,1.0007383823394775,0.8926099538803101,1.0425280332565308,0.45236789993941784,64.0,0.11454750895500183,2.9375,0.0,0.0,0.0
100400,0.02574540674686432,0.02320939488708973,0.003906900063157082,0.8422024250030518,1.0015822649002075,0.7916480898857117,1.047315239906311,0.38520619994960725,64.0,0.113105953981479,3.046875,0.0,0.0,0.0
100600,0.024549297988414764,0.023136865347623825,0.002211853861808777,1.176450490951538,1.0013511180877686,0.7923810482025146,1.0464963912963867,0.4517842000350356,64.0,0.1102997526526451,2.90625,0.0,0.0,0.0
100800,0.026130201295018196,0.024210065603256226,0.003125027986243367,0.7652691602706909,1.0014739036560059,0.8093447685241699,1.0475702285766602,0.513435099972412,64.0,0.11467188447713852,3.140625,0.0,0.0,0.0
101000,0.025101138278841972,0.022907547652721405,0.0027205420192331076,0.6620375514030457,1.0022804737091064,0.6141647100448608,1.0463253259658813,0.42819499992765486,64.0,0.10961352735757827,2.875,0.0,0.0,0.0
101200,0.024975653737783432,0.023335086181759834,0.002903006039559841,0.787647008895874,1.0034070014953613,0.511989951133728,1.047851324081421,0.46544010005891323,64.0,0.11148169338703155,2.90625,0.0,0.0,0.0
101400,0.027058059349656105,0.025296073406934738,0.0037925418000668287,0.9779424667358398,1.001396894454956,0.8420227766036987,1.0459142923355103,0.5181561000645161,64.0,0.1042318120598793,3.234375,0.0,0.0,0.0
101600,0.024352815002202988,0.02254590392112732,0.0035679659340530634,0.8582067489624023,1.001617431640625,0.7731744050979614,1.045980453491211,0.4819225000683218,64.0,0.11152563368280728,3.078125,0.0,0.0,0.0
101800,0.027691436931490898,0.02520025707781315,0.002620734041556716,1.1175836324691772,1.002668857574463,0.6136218905448914,1.046671986579895,0.5336543000303209,64.0,0.10614226634303729,3.078125,0.0,0.0,0.0
102000,0.02825944498181343,0.025229543447494507,0.0038791869301348925,0.7355747222900391,1.0018370151519775,0.726123034954071,1.0498126745224,0.5227125999517739,64.0,0.10180987666050594,3.1875,0.0,0.0,0.0
102200,0.02536327764391899,0.023540722206234932,0.002639572834596038,0.8392053842544556,1.001713514328003,0.6987106204032898,1.0501935482025146,0.5074210001621395,64.0,0.10476584235827129,3.03125,0.0,0.0,0.0
102400,0.02464856393635273,0.023613382130861282,0.002192813204601407,0.9013042449951172,1.001562476158142,0.7569099068641663,1.0450910329818726,0.4621286999899894,64.0,0.11259371042251587,3.171875,0.0,0.0,0.0
102600,0.026692792773246765,0.024612542241811752,0.002274060156196356,0.7946390509605408,1.0016965866088867,0.7642443776130676,1.0461540222167969,0.5035105999559164,64.0,0.10987356677651405,3.078125,0.0,0.0,0.0
102800,0.02561384066939354,0.024209942668676376,0.003172806929796934,0.9005126953125,1.000842809677124,0.8475454449653625,1.0488492250442505,0.4865969999227673,64.0,0.11065576076507569,3.203125,0.0,0.0,0.0
103000,0.02589474990963936,0.023637982085347176,0.004511286970227957,1.1323184967041016,1.0025488138198853,0.7295370697975159,1.04945969581604,0.5234761999454349,64.0,0.11128510981798172,3.09375,0.0,0.0,0.0
103200,0.026220867410302162,0.024635687470436096,0.003540181554853916,0.8978854417800903,1.001150369644165,0.8344971537590027,1.0463204383850098,0.5028780000284314,64.0,0.10209338491161664,3.28125,0.0,0.0,0.0
103400,0.02749001421034336,0.023900231346488,0.0034426236525177956,0.8634799122810364,1.0021986961364746,0.7454646229743958,1.0487620830535889,0.48352430015802383,64.0,0.10527556389570236,3.03125,0.0,0.0,0.0
103600,0.027638619765639305,0.02527189627289772,0.0029290239326655865,1.1644278764724731,1.0017755031585693,0.7479425072669983,1.0461844205856323,0.47733709984458983,64.0,0.11145444214344025,3.109375,0.0,0.0,0.0
103800,0.026452425867319107,0.024779150262475014,0.0030681113712489605,1.0246168375015259,1.001251459121704,0.8254836797714233,1.0487000942230225,0.5292956999037415,64.0,0.10638349875807762,3.109375,0.0,0.0,0.0
104000,0.027783161029219627,0.025495341047644615,0.0026294775307178497,0.9326841831207275,1.0012719631195068,0.8213273882865906,1.0499327182769775,0.4744561000261456,64.0,0.1031992423037688,3.09375,0.0,0.0,0.0
104200,0.026027768850326538,0.023643972352147102,0.00291719869710505,0.8151767253875732,1.0020463466644287,0.6905726790428162,1.047811508178711,0.4620497999712825,64.0,0.1083555817604065,2.9375,0.0,0.0,0.0
104400,0.025820696726441383,0.023952174931764603,0.003541140118613839,0.9935567378997803,1.0024484395980835,0.6151843667030334,1.0502408742904663,0.5003423001617193,64.0,0.11076743652423222,3.171875,0.0,0.0,0.0
104600,0.02520865947008133,0.023042824119329453,0.0026314230635762215,1.0269709825515747,1.0019994974136353,0.6504998803138733,1.0478521585464478,0.4581178000662476,64.0,0.1147775873541832,3.0,0.0,0.0,0.0
104800,0.02814350463449955,0.025746090337634087,0.002415664494037628,0.9571415781974792,1.001042366027832,0.8341266512870789,1.04890775680542,0.4859707001596689,64.0,0.1091309979557991,3.03125,0.0,0.0,0.0
105000,0.02591603621840477,0.023720059543848038,0.002127818763256073,1.156140685081482,1.0031375885009766,0.68724125623703,1.0446228981018066,0.45763780013658106,64.0,0.10564798712730408,2.90625,0.0,0.0,0.0
105200,0.02702842652797699,0.024942195042967796,0.0030354231130331755,1.1090799570083618,1.0014941692352295,0.8257958889007568,1.0467554330825806,0.48110649990849197,64.0,0.1038969320555528,3.125,0.0,0.0,0.0
105400,0.023610686883330345,0.021256884559988976,0.0022763905581086874,0.8973522186279297,1.0026203393936157,0.658779501914978,1.0479873418807983,0.4477417999878526,64.0,0.11067089587450027,2.71875,0.0,0.0,0.0
105600,0.02392038330435753,0.022027671337127686,0.002642874838784337,0.8843637108802795,1.001323938369751,0.8132261037826538,1.047681212425232,0.4973057000897825,64.0,0.10962790548801422,3.015625,0.0,0.0,0.0
105800,0.025547796860337257,0.023149902001023293,0.0020378539338707924,0.705925703048706,1.0015228986740112,0.7550337314605713,1.0486618280410767,0.47796440008096397,64.0,0.10738732789953549,2.984375,0.0,0.0,0.0
106000,0.02491753175854683,0.02301136404275894,0.0028017291333526373,0.9377303719520569,1.0018136501312256,0.7192488312721252,1.0452353954315186,0.5085032000206411,64.0,0.11149827092885971,3.046875,0.0,0.0,0.0
106200,0.026045164093375206,0.02408120222389698,0.00317180622369051,0.8122093677520752,1.0013526678085327,0.7554484605789185,1.045817494392395,0.4937759998720139,64.0,0.10594264542063077,3.21875,0.0,0.0,0.0
106400,0.02521354891359806,0.02292758971452713,0.002916074823588133,0.9618375301361084,1.0013214349746704,0.8231216669082642,1.0493415594100952,0.47970480006188154,64.0,0.11136928200721741,2.9375,0.0,0.0,0.0
106600,0.026388242840766907,0.024068204686045647,0.004072854295372963,1.4182575941085815,1.002848744392395,0.6396132111549377,1.049151062965393,0.5529088999610394,64.0,0.11079720258712769,3.234375,0.0,0.0,0.0
106800,0.028024259954690933,0.025028716772794724,0.0036694465670734644,1.1281397342681885,1.0028880834579468,0.6159122586250305,1.0482268333435059,0.516950799850747,64.0,0.10584566618005435,3.203125,0.0,0.0,0.0
107000,0.026730883866548538,0.024191347882151604,0.0026832164730876684,0.8837975859642029,1.0014927387237549,0.74958735704422,1.0494751930236816,0.4865116998553276,64.0,0.10699499522646268,2.984375,0.0,0.0,0.0
107200,0.024314189329743385,0.022392693907022476,0.002183411503210664,0.7355138659477234,1.0010007619857788,0.8160428404808044,1.0496549606323242,0.5136264998000115,64.0,0.11055437326431275,3.0,0.0,0.0,0.0
107400,0.02538635954260826,0.02270594984292984,0.002672841539606452,0.7443902492523193,1.0016906261444092,0.7740598917007446,1.0488245487213135,0.49777360004372895,64.0,0.11169128119945526,2.875,0.0,0.0,0.0
107600,0.02502579428255558,0.02304491400718689,0.002650025300681591,1.0921359062194824,1.0015562772750854,0.743727445602417,1.0482816696166992,0.4991510999388993,64.0,0.1089897317190965,3.015625,0.0,0.0,0.0
107800,0.026799332350492477,0.024601778015494347,0.002559348940849304,0.8069419264793396,1.0010178089141846,0.8507788777351379,1.0495487451553345,0.4855120999272913,64.0,0.11439171582460403,3.046875,0.0,0.0,0.0
108000,0.025360193103551865,0.02328547090291977,0.002820237772539258,0.8542935848236084,1.00140380859375,0.8023563623428345,1.0484541654586792,0.5016089000273496,64.0,0.10693455806800298,3.15625,0.0,0.0,0.0
108200,0.024768002331256866,0.023004982620477676,0.0026280779857188463,1.063503384590149,1.001522421836853,0.7254922986030579,1.045769453048706,0.47371899988502264,64.0,0.10765817612409592,3.078125,0.0,0.0,0.0
108400,0.024079401046037674,0.022388111799955368,0.0021645252127200365,0.8948919773101807,1.001475214958191,0.7789192795753479,1.0466194152832031,0.4559523998759687,64.0,0.11219232380390168,2.984375,0.0,0.0,0.0
108600,0.024843035265803337,0.023165492340922356,0.002817776519805193,1.1935893297195435,1.0022510290145874,0.6326482892036438,1.0481514930725098,0.48383500007912517,64.0,0.11288524270057679,3.0,0.0,0.0,0.0
108800,0.02548113837838173,0.023006360977888107,0.0028658518567681313,1.0135035514831543,1.002309799194336,0.6544146537780762,1.048686146736145,0.47496889997273684,64.0,0.10477641349037488,2.984375,0.0,0.0,0.0
109000,0.026619644835591316,0.024720633402466774,0.0038505750708281994,0.9373573660850525,1.002219557762146,0.7359040975570679,1.0485354661941528,0.47937049996107817,64.0,0.10709118992090225,3.125,0.0,0.0,0.0
109200,0.02320059947669506,0.022098248824477196,0.0014269899111241102,0.7109795808792114,1.0006072521209717,0.8843178153038025,1.0467973947525024,0.4631306999363005,64.0,0.1178984995931387,2.796875,0.0,0.0,0.0
109400,0.02866376005113125,0.02545246109366417,0.004086324945092201,1.064233422279358,1.0023102760314941,0.7035598754882812,1.049215316772461,0.49248640006408095,64.0,0.111851055175066,3.09375,0.0,0.0,0.0
109600,0.027533557265996933,0.024108756333589554,0.0034375644754618406,0.8695685267448425,1.0039396286010742,0.5701971650123596,1.047522783279419,0.47306909994222224,64.0,0.1073951708773772,2.84375,0.0,0.0,0.0
109800,0.02470479905605316,0.02248327247798443,0.003003896912559867,0.8475240468978882,1.0018620491027832,0.7090490460395813,1.048290491104126,0.5117234999779612,64.0,0.11133910417556762,2.890625,0.0,0.0,0.0
110000,0.025256648659706116,0.02344381809234619,0.002800810383632779,0.7731900811195374,1.0014368295669556,0.7746857404708862,1.047014594078064,0.4619026998989284,64.0,0.10874903053045273,3.078125,0.0,0.0,0.0
110200,0.025822509080171585,0.02302642911672592,0.003258296987041831,1.4623794555664062,1.0019551515579224,0.7842566967010498,1.050431489944458,0.5603991998359561,64.0,0.10510435576240222,3.015625,0.0,0.0,0.0
110400,0.02685476839542389,0.02422761358320713,0.0038373901043087244,1.1388386487960815,1.0019478797912598,0.6771126985549927,1.0486749410629272,0.5300541999749839,64.0,0.10626485447088878,3.265625,0.0,0.0,0.0
110600,0.024972548708319664,0.02319513075053692,0.002617010846734047,0.9092658162117004,1.0011475086212158,0.8757697343826294,1.0464802980422974,0.456745499977842,64.0,0.11595945805311203,3.046875,0.0,0.0,0.0
110800,0.026219666004180908,0.024346839636564255,0.003004328580573201,0.9137382507324219,1.0014559030532837,0.7109633088111877,1.046834111213684,0.535153100034222,64.0,0.10747375445706504,3.28125,0.0,0.0,0.0
111000,0.02761754021048546,0.0251975879073143,0.0030406001023948193,1.3427072763442993,1.0033917427062988,0.6164365410804749,1.0478997230529785,0.5282308999449015,64.0,0.09680335968732834,3.3125,0.0,0.0,0.0
111200,0.026137620210647583,0.02425922453403473,0.002604733221232891,0.9091198444366455,1.0014935731887817,0.7830641865730286,1.0478179454803467,0.49620510009117424,64.0,0.1076924738784631,3.140625,0.0,0.0,0.0
111400,0.024508580565452576,0.022064901888370514,0.002631783951073885,0.7997024059295654,1.0018434524536133,0.7452398538589478,1.0476285219192505,0.5295923999510705,64.0,0.10558085888624191,2.859375,0.0,0.0,0.0
111600,0.024549635127186775,0.02316855452954769,0.0023008903954178095,0.8211039900779724,1.0021405220031738,0.6828851103782654,1.045971393585205,0.4758480000309646,64.0,0.10938275754451751,3.125,0.0,0.0,0.0
111800,0.024976151064038277,0.022817786782979965,0.0031186803244054317,0.9862490892410278,1.0024988651275635,0.6200276017189026,1.0489673614501953,0.46249979990534484,64.0,0.1090870052576065,2.921875,0.0,0.0,0.0
112000,0.02455034852027893,0.02268105559051037,0.0024017123505473137,0.9138681888580322,1.0019991397857666,0.6885837912559509,1.0462782382965088,0.4682948000263423,64.0,0.10868019014596939,2.9375,0.0,0.0,0.0
112200,0.024614842608571053,0.023443417623639107,0.002130056032910943,0.8822640180587769,1.0012385845184326,0.8423295021057129,1.048828125,0.45670480001717806,64.0,0.10900087207555771,3.0625,0.0,0.0,0.0
112400,0.0253023412078619,0.023163149133324623,0.002598850755020976,0.878798246383667,1.0017374753952026,0.7126752138137817,1.0487306118011475,0.4758065000642091,64.0,0.11568922102451325,2.796875,0.0,0.0,0.0
112600,0.024975260719656944,0.023155268281698227,0.002543172100558877,0.930614173412323,1.001302719116211,0.8073525428771973,1.0486304759979248,0.48605050006881356,64.0,0.10976375745875495,3.0,0.0,0.0,0.0
112800,0.026361769065260887,0.023774143308401108,0.00322366482578218,1.3619869947433472,1.003092885017395,0.6038410067558289,1.0465872287750244,0.49237509979866445,64.0,0.1123000666499138,2.890625,0.0,0.0,0.0
113000,0.02639860287308693,0.024054989218711853,0.0028700735419988632,0.8447954654693604,1.0019755363464355,0.7587278485298157,1.0491878986358643,0.47205760003998876,64.0,0.11075827330350876,2.796875,0.0,0.0,0.0
113200,0.02570047602057457,0.02343732677400112,0.0028208105359226465,0.8393982648849487,1.0016264915466309,0.7616167068481445,1.048877477645874,0.49441689997911453,64.0,0.10467784975965817,3.015625,0.0,0.0,0.0
113400,0.025803109630942345,0.02315526269376278,0.002907726215198636,1.2062475681304932,1.0042245388031006,0.4877111613750458,1.0485368967056274,0.4829988998826593,64.0,0.112400583922863,2.890625,0.0,0.0,0.0
113600,0.02354075014591217,0.021484045311808586,0.0021591531112790108,0.9092791676521301,1.0010313987731934,0.7894545197486877,1.0483925342559814,0.44983879989013076,64.0,0.11272410750389099,2.84375,0.0,0.0,0.0
113800,0.026486888527870178,0.024443546310067177,0.002634394681081176,0.9996712803840637,1.0012354850769043,0.7619886994361877,1.0448251962661743,0.4641443002037704,64.0,0.1081282099088033,3.0,0.0,0.0,0.0
114000,0.02523084543645382,0.023420199751853943,0.0020735375583171844,0.7904650568962097,1.001749038696289,0.673338770866394,1.0494139194488525,0.497714500175789,64.0,0.10772449895739555,3.015625,0.0,0.0,0.0
114200,0.02410392463207245,0.021594321355223656,0.002848875243216753,0.8715768456459045,1.0028382539749146,0.5778590440750122,1.047598123550415,0.4651068998500705,64.0,0.11044024974107743,2.921875,0.0,0.0,0.0
114400,0.02578495442867279,0.02354399673640728,0.0023706506472080946,0.8182241916656494,1.0010675191879272,0.822384238243103,1.0490412712097168,0.5468983999453485,64.0,0.11415248662233353,3.046875,0.0,0.0,0.0
114600,0.02439134009182453,0.021585563197731972,0.0023560533300042152,0.8681522011756897,1.0024487972259521,0.7116760611534119,1.0481630563735962,0.46307070017792284,64.0,0.10333238914608955,2.6875,0.0,0.0,0.0
114800,0.024949269369244576,0.023421112447977066,0.002727141138166189,0.9314104914665222,1.0016512870788574,0.7274328470230103,1.0471410751342773,0.5737228998914361,64.0,0.10736237466335297,3.1875,0.0,0.0,0.0
115000,0.0264916829764843,0.0247728880494833,0.002094377065077424,0.5874648094177246,1.001304030418396,0.7891361713409424,1.0477569103240967,0.46495860000140965,64.0,0.10933741430441539,3.046875,0.0,0.0,0.0
115200,0.025417236611247063,0.02417554147541523,0.0021783134434372187,0.8818768262863159,1.0013102293014526,0.8026980757713318,1.0480660200119019,0.44684650003910065,64.0,0.11178093999624253,2.921875,0.0,0.0,0.0
115400,0.0277996938675642,0.02473526820540428,0.0033124315086752176,0.919901967048645,1.0018593072891235,0.7272596955299377,1.0496941804885864,0.569658299908042,64.0,0.09388435631990433,3.078125,0.0,0.0,0.0
115600,0.025402024388313293,0.022511707618832588,0.0025824704207479954,0.9700415134429932,1.0015184879302979,0.8282467722892761,1.0501176118850708,0.45193990017287433,64.0,0.11382345259189605,2.796875,0.0,0.0,0.0
115800,0.02646048180758953,0.024318985641002655,0.00326333474367857,0.6994819045066833,1.0016796588897705,0.7833744287490845,1.0476609468460083,0.4969955999404192,64.0,0.10979645699262619,3.1875,0.0,0.0,0.0
116000,0.025575418025255203,0.024056274443864822,0.003241232130676508,1.0352946519851685,1.0014660358428955,0.7822626233100891,1.0488965511322021,0.5817575000692159,64.0,0.10994338691234588,3.15625,0.0,0.0,0.0
116200,0.026315584778785706,0.024230320006608963,0.002226505195721984,0.9330336451530457,1.0018070936203003,0.7790440320968628,1.0488579273223877,0.5884696999564767,64.0,0.11156774759292602,2.859375,0.0,0.0,0.0
116400,0.02536557987332344,0.023478534072637558,0.0018855867674574256,0.7689650058746338,1.0009124279022217,0.8800459504127502,1.0482426881790161,0.5126763998996466,64.0,0.11349786967039108,2.890625,0.0,0.0,0.0
116600,0.02363363653421402,0.022351907566189766,0.002383089391514659,0.873584508895874,1.0016056299209595,0.7610604166984558,1.0469017028808594,0.46518930001184344,64.0,0.11746993660926819,3.0,0.0,0.0,0.0
116800,0.02441614493727684,0.02295737713575363,0.002550900913774967,0.7387374043464661,1.0013153553009033,0.7951633930206299,1.0472075939178467,0.47142660012468696,64.0,0.11178692430257797,3.078125,0.0,0.0,0.0
117000,0.027206819504499435,0.025379959493875504,0.003402557224035263,0.8426690697669983,1.0015262365341187,0.7300928235054016,1.0481022596359253,0.49351310008205473,64.0,0.11457182466983795,3.25,0.0,0.0,0.0
117200,0.026000751182436943,0.023805513978004456,0.0028725010342895985,0.8484634160995483,1.0011613368988037,0.7960056662559509,1.046765685081482,0.511626600055024,64.0,0.11282734423875809,3.171875,0.0,0.0,0.0
117400,0.02675606496632099,0.023768069222569466,0.00306039210408926,1.0858033895492554,1.0014233589172363,0.7231301665306091,1.0494476556777954,0.6209319999907166,64.0,0.10584873954455058,3.171875,0.0,0.0,0.0
117600,0.026383448392152786,0.024028826504945755,0.0026514430064707994,0.6973545551300049,1.0013644695281982,0.8382586240768433,1.0497775077819824,0.5072137999814004,64.0,0.11107789427042007,3.03125,0.0,0.0,0.0
117800,0.025275880470871925,0.023350587114691734,0.0030138520523905754,0.8889811635017395,1.0019876956939697,0.6803286671638489,1.0472674369812012,0.47156279999762774,64.0,0.10851044456164043,3.046875,0.0,0.0,0.0
118000,0.02539534866809845,0.023359868675470352,0.0025863968767225742,0.8698751926422119,1.0013329982757568,0.7740288376808167,1.0468981266021729,0.48588340007700026,64.0,0.11178859695792198,3.046875,0.0,0.0,0.0
118200,0.024616414681077003,0.023361364379525185,0.0022665567230433226,0.6770284175872803,1.0015515089035034,0.7411063313484192,1.0498086214065552,0.4273913998622447,64.0,0.11988271959125996,3.0,0.0,0.0,0.0
118400,0.0247914120554924,0.02246776781976223,0.00257830205373466,0.9540026187896729,1.001948356628418,0.7248504757881165,1.0483437776565552,0.4959114999510348,64.0,0.10628274828195572,2.859375,0.0,0.0,0.0
